id,source,published,title,use_level,format,source_file,normalized_file,source_url,sha256,scenario_focus,platform,validation
DFIR-2025-12-17-28ded129,The DFIR Report,2025-12-17,Cat’s Got Your Files: Lynx Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2025-12-17_cats-got-your-files-lynx-ransomware.html,The_DFIR_Report/2025-12-17_cats-got-your-files-lynx-ransomware.md,https://thedfirreport.com/2025/12/17/cats-got-your-files-lynx-ransomware/,6ee9de46b5a4bb6d03f4847a6855e7b2556a4e3c3ab650e2ec55a333ec28b8f9,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 4753 words
DFIR-2026-02-23-ache-ActiveMQ-to-LockBit,The DFIR Report,2026-02-23,Apache ActiveMQ Exploit Leads to LockBit Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2026-02-23_Apache-ActiveMQ-to-LockBit.html,The_DFIR_Report/2026-02-23_Apache-ActiveMQ-to-LockBit.md,https://thedfirreport.com/2026/02/23/apache-activemq-exploit-leads-to-lockbit-ransomware/,ace3d839ae71c9a341308dcc6ab0012bd89603e980c01030f2edf965f632239f,public-facing exploitation; impact or ransomware,Linux/Windows/Enterprise,HTTP 200; Markdown extracted; 3613 words
DFIR-2026-04-22-cc92fce8,The DFIR Report,2026-04-22,Bissa Scanner Exposed: AI-Assisted Mass Exploitation and Credential Harvesting - The DFIR Report,A,HTML,The_DFIR_Report/2026-04-22_bissa-scanner-exposed-ai-assisted-mass-exploitation-and-credential-harvesting.html,The_DFIR_Report/2026-04-22_bissa-scanner-exposed-ai-assisted-mass-exploitation-and-credential-harvesting.md,https://thedfirreport.com/2026/04/22/bissa-scanner-exposed-ai-assisted-mass-exploitation-and-credential-harvesting/,244fc66c903ebceea84c38a4daf453ccca8c178c1eb7cac4526ae568dcbec592,public-facing exploitation,Windows/AD,HTTP 200; Markdown extracted; 2006 words
DFIR-2026-05-11-5d98c447,The DFIR Report,2026-05-11,Flash Alert: EtherRat and TukTuk C2 End in The Gentleman Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2026-05-11_flash-alert-etherrat-and-tuktuk-c2-end-in-the-gentleman-ransomware.html,The_DFIR_Report/2026-05-11_flash-alert-etherrat-and-tuktuk-c2-end-in-the-gentleman-ransomware.md,https://thedfirreport.com/2026/05/11/flash-alert-etherrat-and-tuktuk-c2-end-in-the-gentleman-ransomware/,ddd2b6036c612949db9673a4dc8c512714f9785bf3cb727a0e72db6c5805249a,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 1875 words
DFIR-2026-06-29-71aeecc0,The DFIR Report,2026-06-29,From Bing Search to Ransomware: Bumblebee and AdaptixC2 Deliver Akira - The DFIR Report,A,HTML,The_DFIR_Report/2026-06-29_from-bing-search-to-ransomware-bumblebee-and-adaptixc2-deliver-akira-3.html,The_DFIR_Report/2026-06-29_from-bing-search-to-ransomware-bumblebee-and-adaptixc2-deliver-akira-3.md,https://thedfirreport.com/2026/06/29/from-bing-search-to-ransomware-bumblebee-and-adaptixc2-deliver-akira-3/,d3ca60e6ae3f3d4671dd3d244a253be33f4c5e68be9a2200982e641730a246b5,phishing or user execution; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 7073 words
DFIR-2026-08-24-3a78fef4,The DFIR Report,2026-08-24,BengalSEO Part 1: Anatomy of the Operation - The DFIR Report,A,HTML,The_DFIR_Report/2026-08-24_bengalseo-part-1-anatomy-of-the-operation.html,The_DFIR_Report/2026-08-24_bengalseo-part-1-anatomy-of-the-operation.md,https://thedfirreport.com/2026/08/24/bengalseo-part-1-anatomy-of-the-operation/,9ae61c6678cd48aeae9e3825e7d995e3048cf3b7339aaf08defd66630c62b69a,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 4494 words
UNIT42-2021-10-18-o-Network-Reconnaissance,Unit 42,2021-10-18,Case Study: From BazarLoader to Network Reconnaissance,A,HTML,Unit42/BazarLoader-to-Network-Reconnaissance.html,Unit42/BazarLoader-to-Network-Reconnaissance.md,https://unit42.paloaltonetworks.com/bazarloader-network-reconnaissance/,cab7a86e26d98b842104ae537b239f6b4958ebd8b41263c08f79165d570e984f,phishing or user execution,Windows/AD,HTTP 200; Markdown extracted; 1448 words
UNIT42-2022-08-03,Unit 42,2022-08-03,Flight of the Bumblebee: Email Lures and File Sharing Services Lead to Malware,A,HTML,Unit42/Flight-of-the-Bumblebee.html,Unit42/Flight-of-the-Bumblebee.md,https://unit42.paloaltonetworks.com/bumblebee-malware-projector-libra/,02434fa0201462d7cb410cc51f178c5291fcf8f1278bb43bb3459cc62a6dfbe3,email interaction; file sharing; Bumblebee; Cobalt Strike,Windows,HTTP 200; Markdown extracted; 1949 words
UNIT42-2024-08-23,Unit 42,2024-08-23,Bling Libra's Tactical Evolution: The Threat Actor Group Behind ShinyHunters Ransomware,A,HTML,Unit42/Bling-Libra-ShinyHunters.html,Unit42/Bling-Libra-ShinyHunters.md,https://unit42.paloaltonetworks.com/shinyhunters-ransomware-extortion/,857e9eb825dd90807cc28da5f13ae6573fae155ec0801e883b453902ebcab7a5,valid cloud credentials; S3 Browser; WinSCP; deletion; cloud logs,AWS/Windows,HTTP 200; Markdown extracted; 3283 words
UNIT42-2024-11-20-noble-Scorpius-BlackSuit,Unit 42,2024-11-20,"Threat Assessment: Ignoble Scorpius, Distributors of BlackSuit Ransomware",A,HTML,Unit42/Ignoble-Scorpius-BlackSuit.html,Unit42/Ignoble-Scorpius-BlackSuit.md,https://unit42.paloaltonetworks.com/threat-assessment-blacksuit-ransomware-ignoble-scorpius/,0feafeef7858acafd8b4611b7e5d35f54eaee8b50e7b9485db5b73932f1be654,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 6449 words
UNIT42-2025-04-23-somware-Extortion-Trends,Unit 42,2025-04-23,Extortion and Ransomware Trends January-March 2025,B,HTML,Unit42/2025-Ransomware-Extortion-Trends.html,Unit42/2025-Ransomware-Extortion-Trends.md,https://unit42.paloaltonetworks.com/2025-ransomware-extortion-trends/,1fd8052181f5312a88e991dc80c7839fd3d2a5e167251fdbefc3ae4d325a5636,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 2256 words
UNIT42-2025-05-16--Libra-Threat-Assessment,Unit 42,2025-05-16,"Threat Group Assessment: Muddled Libra (Updated May 16, 2025)",A,HTML,Unit42/Muddled-Libra-Threat-Assessment.html,Unit42/Muddled-Libra-Threat-Assessment.md,https://unit42.paloaltonetworks.com/threat-group-assessment-muddled-libra-2024/,1a14e93dddd54ae8a373067b10e2cae8eabb5f83f501693747f4fc61fb162f6f,identity or cloud investigation,Windows/AD,HTTP 200; Markdown extracted; 4269 words
UNIT42-2026-02-10,Unit 42,2026-02-10,A Peek Into Muddled Libra's Operational Playbook,A,HTML,Unit42/Muddled-Libra-Operational-Playbook.html,Unit42/Muddled-Libra-Operational-Playbook.md,https://unit42.paloaltonetworks.com/muddled-libra-ops-playbook/,303a044422e4934d67588a6a9163dfb5da3c25459ca11d96bbec2cb12ecbcb9e,rogue VM; vSphere; certificates; AD lateral movement; Snowflake,VMware/Windows/Cloud,HTTP 200; Markdown extracted; 2559 words
UNIT42-2026-05-11-AD-CS-Escalation,Unit 42,2026-05-11,Inside AD CS Escalation: Unpacking Advanced Misuse Techniques and Tools,A,HTML,Unit42/AD-CS-Escalation.html,Unit42/AD-CS-Escalation.md,https://origin-unit42.paloaltonetworks.com/active-directory-certificate-services-exploitation/,dc9ac30f63b01941291ac3da5a190f5ff941d657a45f1b411939c5717a7cd0c7,Active Directory or privilege escalation,Windows/AD,HTTP 200; Markdown extracted; 3869 words
